Language_ID,Text_ID,Sentence_Number,ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Part_Of_Speech,Phrase_Number,Clitic_ID,begin-time-offset,cf_kit,end-time-offset,gls_en_phrase,gls_en_word,gls_kit_phrase,guid,hn_kit,lit_en_phrase,media-file,msa_en,pos_en_word,segnum_en_phrase,txt_en_phrase,txt_kit_phrase,variantTypes_en,OTC_ID,LGR_Conformance,Abbreviations
ende1246a,07,57,ende1246aa-07-we-pn040-kurupel2017b-4-10,""" Ddone mani muang bäga, ada basinig, ngämo gänyan ttoe dae ikop bägag.""",ddone	mani	mu=ang	b-ä-ga	ada	b-a-si-nig	ngämo	gänya=n	ttoe=dae	ikop	b-ä-gag,NEG	money	payment=ATR	FUT.1A-3NDU.P-AUX	like_this	FUT.1A-RT_EXT-give-SG>PL	1SG.POSS	here=COP.PRS.SG	skin=RST	see	FUT.1A-3NDU.P-AUX,"""I will not sell it for money, I will give it, I will only sell the skin.""",neg. ptcl.	n.	adj.	cl.	aux.	adv.	vd.	pron.	cop.	v. cl.	n.	n. cl.	covt.	aux.,10,											dae-rst		,,ddone	mani	mu=ang	b-ä-g	ada	b-a-ttongg-neg	ngämo	gänya=n	ttoe=daebe	ikop	b-ä-g,,"""I will not sell it for money, I will give it, I will only sell the skin.""",not	money	payment-atr		aux.fut.1sgA>3sgP	like this	give.fut.1sgA>3plP	1.sg.poss	cop.here.prs.sgS		skin		see	aux.fut.1sgA>3sgP,,f1563bb0-e92b-4d8f-a548-3307aa3f2bf8,				1		1							1,,,neg. ptcl.	n.	n.	cl.	v.:TM + Patient-v.:Patient-aux.	m. dem	v.:TM + Patient-v.:Patient-vd.  (III)-v.:Plurpersonal	pers. pron.	adv. dem.	v. cl.	n.	n. cl.	covt.	v.:TM + Patient-v.:Patient-aux.,neg. ptcl.	n.	adj.	cl.	aux.	adv.	vd.	pron.	cop.	v. cl.	n.	n. cl.	covt.	aux.,4.10,,"""Ddone mani muang bäga, ada basinig, ngämo gänyan ttoe dae ikop bägag."" ",											+var. of		,ende1246aa,WORD_ALIGNED,"{""NEG"": ""negation"", ""ATR"": ""attributive"", ""FUT"": ""future"", ""NDU"": ""nondual"", ""AUX"": ""auxiliary"", ""RT_EXT"": ""root extension"", ""SG"": ""singular "", ""PL"": ""plural"", ""POSS"": ""possessive"", ""COP"": ""copula"", ""PRS"": ""present"", ""RST"": ""restrictive""}"
ende1246a,07,58,ende1246aa-07-we-pn040-kurupel2017b-4-11,Ttae däbe käza de ttoe dukopän.,Ttae	däbe	käza=de	ttoe	d-u-kop-än,PN	that	crocodile=ACC	skin	REM-3NDU.P-peel-REM.3SG.A,Ttae peeled the skin off that crocodile. ,pn.	nom. dem.	n.	n. cl.	n.	vt.,11,			de-acc		,,Ttae	däbe	käza=de	ttoe	d-ä-kokop-än,,Ttae peeled the skin off that crocodile. ,male personal name	that.nom	crocodile		skin	peel.rem.3sgA>3sgP,,0ea95e6a-bfca-4949-9248-cf7960ce5c89,	3				1,,,pn.	dem.	n.	n. cl.	n.	v.:TM + Patient-v.:Patient-vt.  (I)-vt.:Any,pn.	nom. dem.	n.	n. cl.	n.	vt.,4.11,,Ttae däbe käza de ttoe dukopän. ,,ende1246aa,WORD_ALIGNED,"{""PN"": ""proper noun"", ""ACC"": ""accusative"", ""REM"": ""remote past"", ""NDU"": ""nondual"", ""SG"": ""singular ""}"
ende1246a,07,59,ende1246aa-07-we-pn040-kurupel2017b-4-12,Däbe käza ttoe de Sowati soltang dägagän.,däbe	käza	ttoe=de	Sowati	solt=ang	d-ä-gag-än,that	crocodile	skin=ACC	PN	salt=ATR	REM-3NDU.P-AUX-REM.3SG.A,Sowati put salt on that crocodile skin.,nom. dem.	n.	n.	n. cl.	pn.	v.	cl.	aux.,12,			de-acc				,,däbe	käza	ttoe=de	Sowati	solt=ang	d-ä-g-än,,Sowati put salt on that crocodile skin.,that.nom	crocodile	skin		male personal name	salt-atr		aux.rem.3sgA>3sgP,,8c9961fd-cb1d-4c09-9152-6069de8875b7,3							1,,,dem.	n.	n.	n. cl.	pn.	n.	cl.	v.:TM + Patient-v.:Patient-aux.-vt.:Any,nom. dem.	n.	n.	n. cl.	pn.	v.	cl.	aux.,4.12,,Däbe käza ttoe de Sowati soltang dägagän. ,,ende1246aa,WORD_ALIGNED,"{""ACC"": ""accusative"", ""PN"": ""proper noun"", ""ATR"": ""attributive"", ""REM"": ""remote past"", ""NDU"": ""nondual"", ""AUX"": ""auxiliary"", ""SG"": ""singular ""}"
ende1246a,07,60,ende1246aa-07-we-pn040-kurupel2017b-4-13,"Ako bogo ade gogon,"" Abo ngänawa bony ttoe de Daru we.""",ako	bogo	ade	g-o-g-on	abo	ngänawa	b-ony	ttoe=de	Daru=we,then	3SG.NOM	also	REM-RT_EXT-AUX-REM.3SG.S	NEC	1SG.NOM.EMPH	FUT.1A-carry	skin=ACC	toponym=ALL,"And then, he said, ""I must take this skin to Daru.""",conj.	pron.	adv.	aux.		pron.	vt.	n.	n. cl.	pn.	n. cl.,13,								de-acc		we-all,,ako	bogo	ade	g-o-g-än	abo	ngänawa	b-ony	ttoe=de	Daru=e,,"And then, he said, ""I must take this skin to Daru.""",then	3.sg.nom	also	aux.rem.3sgS	must	1.sg.nom.emph	bring.fut.1sgA>3sgP	skin		toponym	,,55704c67-5231-48c7-8502-2e8a7b6d17b9,										1,,,disc. ptcl.	pers. pron.	adv.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent	TAM ptcl.	pers. pron.	v.:TM + Patient-vt.  (irr)	n.	n. cl.	pn.	n. cl.,conj.	pron.	adv.	aux.		pron.	vt.	n.	n. cl.	pn.	n. cl.,4.13,,"Ako bogo ade gogon, ""Abo ngänawa bony ttoe de Daru we."" ",,ende1246aa,WORD_ALIGNED,"{""SG"": ""singular "", ""NOM"": ""nominative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""AUX"": ""auxiliary"", ""NEC"": ""necessitative"", ""EMPH"": ""emphatic"", ""FUT"": ""future"", ""ACC"": ""accusative"", ""ALL"": ""allative""}"
ende1246a,07,61,ende1246aa-07-we-pn040-kurupel2017b-4-14,Bogo ddone donyän a be ako Joshua wa donyän.,bogo	ddone	d-ony-än=a	be	ako	Joshua	wa	d-ony-än,3SG.NOM	NEG	REM-carry-REM.3SG.A=NOM	but	then	PN	and	REM-carry-REM.3SG.A,"He didn't take it, but Joshua did.",pron.	neg. ptcl.	vt.	n. cl.	conj.	conj.	pn.	conj.	vt.,14,			a-nom					,,bogo	ddone	d-ony-än=da	be	ako	Joshua	a	d-ony-än,,"He didn't take it, but Joshua did.",3.sg.nom	not	carry.rem.3sgA>3sgP		but	then	male personal name	and	carry.rem.3sgA>3sgP,,3afb81fc-7692-4e18-8462-f2c50846bca6,			1					,,,pers. pron.	neg. ptcl.	v.:TM + Patient-vt.  (irr)-vt.:Any	n. cl.	coord.	disc. ptcl.	pn.	coord.	v.:TM + Patient-vt.  (irr)-vt.:Any,pron.	neg. ptcl.	vt.	n. cl.	conj.	conj.	pn.	conj.	vt.,4.14,,Bogo ddone donyän a be ako Joshua wa donyän. ,,ende1246aa,WORD_ALIGNED,"{""SG"": ""singular "", ""NOM"": ""nominative"", ""NEG"": ""negation"", ""REM"": ""remote past"", ""PN"": ""proper noun""}"
ende1246a,07,62,ende1246aa-07-we-pn040-kurupel2017b-4-15,Tu andred alle dällädeyo ttoe de.,tu	andred=alle	d-ä-lläd-eyo	ttoe=de,loanword	loanword=INS	REM-3NDU.P-grab-REM.3NSG.A	skin=ACC,They bought this skin for two hundred [kina].,num.	pro.	n. cl.	vt.	n.	n. cl.,15,		alle-ins			de-acc,,tu	English loanword=alle	d-ä-llädäd-eyo	ttoe=de,,They bought this skin for two hundred [kina].,two	loanword		buy.rem.3nsgA>3sgP	skin	,,5dff1e0d-e95e-4905-ae79-e33d319e311d,		1	1		,,,pro.	pro.	n. cl.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:TAM+Agent	n.	n. cl.,num.	pro.	n. cl.	vt.	n.	n. cl.,4.15,,Tu andred alle dällädeyo ttoe de. ,	+dial. var. of				,ende1246aa,WORD_ALIGNED,"{""INS"": ""instrumental"", ""REM"": ""remote past"", ""NDU"": ""nondual"", ""NSG"": ""nonsingular"", ""ACC"": ""accusative""}"
ende1246a,07,63,ende1246aa-07-we-pn040-kurupel2017b-4-16,Dibaeya ttoenttoen a.,diba=aeya	ttoen~ttoen=a,that=COP.PST.SG	DIM~story=NOM,That was my short story.,cop.	v. cl.	n.	n. cl.,16,			a-nom,,diba=aeya	RED~ttoen=da,,That was my short story.,cop.that.pst.sgS		DIM~story	,,58a86adc-5556-48ec-8dac-27690e12e3c6,		6	1,,,nom. dem.	v. cl.	nom.>nom.n.	n. cl.,cop.	v. cl.	n.	n. cl.,4.16,,Dibaeya ttoenttoen a. ,		+***	,ende1246aa,WORD_ALIGNED,"{""COP"": ""copula"", ""PST"": ""past"", ""SG"": ""singular "", ""DIM"": ""diminutive"", ""NOM"": ""nominative""}"
ende1246a,07,64,ende1246aa-07-we-pn040-kurupel2017b-4-17,Eso.,eso,thank_you,Thank you.,interj.,17,,,eso,,Thank you.,thank you,,62eaf8bd-5039-4619-abd9-9498ef56516d,,,,interj.,interj.,4.17,,Eso.,,ende1246aa,WORD_ALIGNED,{}
ende1246a,08,1,ende1246aa-08-se-ss011-kurupel2016-1,[ Introduction],introduction,,It's August 17th and we're sitting with Donae and her family and they're going to sing for us the crocodile song.,,,,0,,14250,It's August 17th and we're sitting with Donae and her family and they're going to sing for us the crocodile song.,,,f7718025-b74f-4829-9404-cadf19a31579,,,3c6f981d-1acd-4e0f-ba78-a769168131ef,,,1,,[Introduction],,ende1246aa,WORD_ALIGNED,{}
ende1246a,08,2,ende1246aa-08-se-ss011-kurupel2016-2,Käza misima saima,käza,crocodile,,n.,,,14250,käza,19450,,crocodile,,c2e11a92-f401-4d7e-882c-a9ef5f29e44e,,,3c6f981d-1acd-4e0f-ba78-a769168131ef,n.,n.,2,,Käza misima saima,,ende1246aa,WORD_ALIGNED,{}
ende1246a,08,3,ende1246aa-08-se-ss011-kurupel2016-3,Misi misima saima,,,,,,,19450,,25650,,,,316272b8-298c-47e5-8583-256df9d57bef,,,3c6f981d-1acd-4e0f-ba78-a769168131ef,,,3,,Misi misima saima,,ende1246aa,WORD_ALIGNED,{}
ende1246a,08,4,ende1246aa-08-se-ss011-kurupel2016-4,Käza misima saima,käza,crocodile,,n.,,,25650,käza,30850,,crocodile,,73bc8650-dac6-4bee-b61c-6fb6dbab935d,,,3c6f981d-1acd-4e0f-ba78-a769168131ef,n.,n.,4,,Käza misima saima,,ende1246aa,WORD_ALIGNED,{}
ende1246a,08,5,ende1246aa-08-se-ss011-kurupel2016-5,Misi misima saima,,,,,,,30850,,38750,,,,662adfbb-7831-43f2-9e01-b5002b10084d,,,3c6f981d-1acd-4e0f-ba78-a769168131ef,,,5,,Misi misima saima,,ende1246aa,WORD_ALIGNED,{}
ende1246a,08,6,ende1246aa-08-se-ss011-kurupel2016-6,Käza misima saima,käza,crocodile,,n.,,,38750,käza,43986,,crocodile,,1c383028-3c11-4dfe-a24f-b2bf408ee24d,,,3c6f981d-1acd-4e0f-ba78-a769168131ef,n.,n.,6,,Käza misima saima,,ende1246aa,WORD_ALIGNED,{}
ende1246a,08,7,ende1246aa-08-se-ss011-kurupel2016-7,Misi misima saima,,,,,,,43986,,50399,,,,57a44697-72fb-4c1c-9fa4-15f0edea361d,,,3c6f981d-1acd-4e0f-ba78-a769168131ef,,,7,,Misi misima saima,,ende1246aa,WORD_ALIGNED,{}
ende1246a,08,8,ende1246aa-08-se-ss011-kurupel2016-8,...,,,,,,,50399,,52079,,,,c566b4ac-0097-4ee9-9f51-480b30bbad6d,,,3c6f981d-1acd-4e0f-ba78-a769168131ef,,,8,,...,,ende1246aa,WORD_ALIGNED,{}
ende1246a,09,1,ende1246aa-09-we-sn024-dobola2016e-1-1,"Ttongo täräp me, ngämi gotbamam Kurunti we ibi wi, ada baba, Mathilda, Tanisha, ngäna a Mareas bo kullum.",ttongo	täräp=me	ngämi	g-o-tba-mam	Kurunti=we	ibi=wi	ada	baba	Mathilda	Tanisha	ngäna	a	Mareas=bo	kullum,a	time=LOC	1NSG.EXCL.NOM	REM-RT_EXT-plan-REM.1PL.S	toponym=ALL	go=ALL	like_this	father	PN	PN	1SG.NOM	and	PN=3SG.POSS	group,"One time, we prepared to go to Kurunti, father, Mathilda, Tanisha, me, and Mareas' group.",indefinite article	n.	n. cl.	pron.	vi.	pn.	n. cl.	v.	n. cl.	adv.	n.	pn.	pn.	pron.	conj.	pn.	pron. cl.	n.,1,		me-loc				we-all		wi-all								bo-3sg-poss	,,ttongo	täräp=me	ngämi	g-o-täbatäbe-mam	Kurunti=e	ibi=e	ada	baba	Mathilda	Tanisha	ngäna	a	Mareas=bo	kullum,,"One time, we prepared to go to Kurunti, father, Mathilda, Tanisha, me, and Mareas' group.",a	time		1.excl.nsg.nom	plan.rem.1plS	toponym		go		like this	father	female personal name	female personal name	1.sg.nom	and	personal name		group,,4dba3aee-1ce6-45cc-bac7-a61cd75334f1,1	1					1	2	1					1				,,,indefinite article	n.	n. cl.	pers. pron.	v.:TM + Patient-vi.:Any-vi.  (I)-v.:TAM+Agent	pn.	n. cl.	vi.	n. cl.	m. dem	kin.	pn.	pn.	pers. pron.	coord.	pn.	pron. cl.	n.,indefinite article	n.	n. cl.	pron.	vi.	pn.	n. cl.	v.	n. cl.	adv.	n.	pn.	pn.	pron.	conj.	pn.	pron. cl.	n.,1.1,,"Ttongo täräp me, ngämi gotbamam Kurunti we ibi wi, ada baba, Mathilda, Tanisha, ngäna a Mareas bo kullum. ",,ende1246aa,WORD_ALIGNED,"{""LOC"": ""locative"", ""NSG"": ""nonsingular"", ""EXCL"": ""exclusive"", ""NOM"": ""nominative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""PL"": ""plural"", ""ALL"": ""allative"", ""PN"": ""proper noun"", ""SG"": ""singular "", ""POSS"": ""possessive""}"
ende1246a,09,2,ende1246aa-09-we-sn024-dobola2016e-1-2,"A ngämi däpllätt Malläm atta do amne me gotaram, Guim walle mäg me.",a	ngämi	d-ä-pllätt	Malläm=att=a	do	amne=me	g-otar-am	Guim	walle	mäg=me,and	1NSG.EXCL.NOM	REM-RT_EXT-start_walking	toponym=ABL=NOM	there	center=LOC	REM-sleep-REM.1PL.S	PN	water	source=LOC,We set off from Malam and slept along the way at Guim water source.,conj.	pron.	vi.	pn.	n. cl.	n. cl.	n. cl.	dem.	n.	n. cl.	vi.	pn.	n.	n.	n. cl.,2,									me-loc					me-loc,,a	ngämi	d-ä-pällttän	Malläm	=att=da	do	amne=me	g-inu-am	Guim	walle	mäg=me,,We set off from Malam and slept along the way at Guim water source.,and	1.excl.nsg.nom	start.walking.pl.rem.1|2plS	toponym=abl=nom			there	center		sleep.rem.1|2plS	personal name	water	source	,,84ef6d1a-ac5c-474c-ad3f-3c0aeb148548,		2				1	1			1				,,,coord.	pers. pron.	v.:TM + Patient-vi.:Patient-vi.  (II)	pn.		n. cl.	n. cl.	adv. dem.	loc.	n. cl.	v.:TM + Patient-vi.-vi.:TAM+Agent	pn.	n.	n.	n. cl.,conj.	pron.	vi.	pn.	n. cl.	n. cl.	n. cl.	dem.	n.	n. cl.	vi.	pn.	n.	n.	n. cl.,1.2,,"A ngämi däpllätt Malläm atta do amne me gotaram, Guim walle mäg me. ",,ende1246aa,WORD_ALIGNED,"{""NSG"": ""nonsingular"", ""EXCL"": ""exclusive"", ""NOM"": ""nominative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""ABL"": ""ablative"", ""LOC"": ""locative"", ""PL"": ""plural"", ""PN"": ""proper noun""}"
ende1246a,09,3,ende1246aa-09-we-sn024-dobola2016e-1-3,"Däbamasem a ag me, däpllätt, gobällne Mareyas nyongo meae dirom gullbe de paya dägagän gabma bägäl alle.",däba=masem=a	ag=me	d-ä-pllätt	g-o-bäll-ne	Mareyas	nyongo=me=ae	dirom	gullbe=de	paya	d-ä-gag-än	gabma	bägäl=alle,that=ABL=NOM	morning=LOC	REM-RT_EXT-start_walking	REM-RT_EXT-go-IPFV	toponym	road=LOC=RST	cassowary	husband=ACC	shoot	REM-3NDU.P-AUX-REM.3SG.A	white_person	bow=INS,"From there, we set off in the morning. As we were going, Mareas shot a huge cassowary with a gabma bägäl bow.",adv. dem.	n. cl.	n. cl.	n.	n. cl.	vi.	vi.	pn.	n.	n. cl.	n. cl.	cl.	n.	n.	n. cl.	v.	aux.	n.	n.	n. cl.,3,		a-nom		me-loc										de-acc					alle-ins,,däba=mattäm=da	=me	d-ä-pällttän	g-o-ibi-ne	Mareyas	nyongo	=me=ae	dirom	gullbe=de	paya	d-ä-g-än	gabma	bägäl=alle,,"From there, we set off in the morning. As we were going, Mareas shot a huge cassowary with a gabma bägäl bow.",that=abl			morning		start.walking.pl.rem.1|2plS	go.pl.rem.dur.1|2plS	toponym	road	through			cassowary	husband		shoot	aux.rem.3sgA>3sgP	white person	bow	,,b1466152-ff72-4baa-8e91-e22244a99cba,2		1			2	2					1					1			1,,,nom. dem.	n. cl.	n. cl.	n.	n. cl.	v.:TM + Patient-vi.:Patient-vi.  (II)	v.:TM + Patient-vi.:Any-vi.-v.:(Aspect)	pn.	n.		n. cl.	cl.	n.	kin.	n. cl.	covt.	v.:TM + Patient-v.:Patient-aux.-vt.:Any	n.	n.	n. cl.,adv. dem.	n. cl.	n. cl.	n.	n. cl.	vi.	vi.	pn.	n.	n. cl.	n. cl.	cl.	n.	n.	n. cl.	v.	aux.	n.	n.	n. cl.,1.3,,"Däbamasem a ag me, däpllätt, gobällne Mareyas nyongo meae dirom gullbe de paya dägagän gabma bägäl alle. ",	+var. of																		,ende1246aa,WORD_ALIGNED,"{""ABL"": ""ablative"", ""NOM"": ""nominative"", ""LOC"": ""locative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""IPFV"": ""imperfective"", ""RST"": ""restrictive"", ""ACC"": ""accusative"", ""NDU"": ""nondual"", ""AUX"": ""auxiliary"", ""SG"": ""singular "", ""INS"": ""instrumental""}"
ende1246a,09,4,ende1246aa-09-we-sn024-dobola2016e-1-4,"Ngämi ddone ada kili gogaebne, adawatta ngämim ddäddäg abal da deyagnegnän.",ngämi	ddone	ada	kili	g-o-g-aeb-ne	adawatta	ngämim	ddäddäg	abal=da	d-ey-a-g-neg-n-än,1NSG.EXCL.NOM	a_lot	like_this	happy	REM-RT_EXT-AUX-PL.S-IPFV	because	1NSG.EXCL.ACC	edible animal	very=NOM	REM-1PL.P-RT_EXT-AUX-SG>PL-IPFV-REM.3SG.A,We were very happy because we were very hungry for meat.,pron.	neg. ptcl.	adv.	adj.	aux.	conj.	pron.	n.	adj.	n. cl.	aux.,4,									da-nom	,,ngämi	ddone	ada	kili	g-o-g-aeb-ne	adawatta	ngämim	ddäddäg	abal=da	d-y-a-g-neg-ne-än,,We were very happy because we were very hungry for meat.,1.excl.nsg.nom	a_lot	like this	happy	aux.rem.npfv.3plS	because	1.excl.nsg.acc	animal	very		aux.rem.dur.3sgA>1|2plP,,ece8ffd2-4c56-480d-a357-880939ad66f7,				1			1		1	1,,,pers. pron.	neg. ptcl.	m. dem	mod.	v.:TM + Patient-vi.:Any-aux.-vi.:Plurpersonal-v.:(Aspect)	subr.	pers. pron.	n.	adv.	n. cl.	v.:TM + Patient-v.:Patient-v.:Patient-aux.-v.:Plurpersonal-v.:(Aspect)-vt.:Any,pron.	neg. ptcl.	adv.	adj.	aux.	conj.	pron.	n.	adj.	n. cl.	aux.,1.4,,"Ngämi ddone ada kili gogaebne, adawatta ngämim ddäddäg abal da deyagnegnän. ",,ende1246aa,WORD_ALIGNED,"{""NSG"": ""nonsingular"", ""EXCL"": ""exclusive"", ""NOM"": ""nominative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""AUX"": ""auxiliary"", ""PL"": ""plural"", ""IPFV"": ""imperfective"", ""ACC"": ""accusative"", ""SG"": ""singular ""}"
ende1246a,09,5,ende1246aa-09-we-sn024-dobola2016e-1-5,Däbe dirom de Mareyas kapu dägagän do Dum walle mäg e.,däbe	dirom=de	Mareyas	kapu	d-ä-gag-än	do	Dum	walle	mäg=e,that	cassowary=ACC	toponym	carry	REM-3NDU.P-AUX-REM.3SG.A	there	toponym	water	source=ALL,Mareyas carried that cassowary to Dum river source.,nom. dem.	n.	n. cl.	pn.	covt.	aux.	dem.	pn.	n.	n.	n. cl.,5,		de-acc								e-all,,däbe	dirom=de	Mareyas	kapu	d-ä-g-än	do	Dum	walle	mäg=e,,Mareyas carried that cassowary to Dum river source.,that.nom	cassowary		toponym	carry	aux.rem.3sgA>3sgP	there	toponym	water	source	,,52e9e51b-4c82-4e62-925e-344025446e65,3					1	1				1,,,dem.	n.	n. cl.	pn.	covt.	v.:TM + Patient-v.:Patient-aux.-vt.:Any	adv. dem.	pn.	n.	n.	n. cl.,nom. dem.	n.	n. cl.	pn.	covt.	aux.	dem.	pn.	n.	n.	n. cl.,1.5,,Däbe dirom de Mareyas kapu dägagän do Dum walle mäg e. ,,ende1246aa,WORD_ALIGNED,"{""ACC"": ""accusative"", ""REM"": ""remote past"", ""NDU"": ""nondual"", ""AUX"": ""auxiliary"", ""SG"": ""singular "", ""ALL"": ""allative""}"
ende1246a,09,6,ende1246aa-09-we-sn024-dobola2016e-1-6,"Dädme ngämi yuwetyuwet ttägäll daugeya, dantmoneya, ttägäll de angde däziya, ngämi duwem gogmam.",däd=me	ngämi	yuwet~yuwet	ttägäll	d-a-ug-eya	d-a-ntmon-eya	ttägäll=de	angde	d-ä-z-iya	ngämi	duwem	g-o-g-mam,there=LOC	1NSG.EXCL.NOM	ADV~short_time	mumu	REM-RT_EXT-make_mumu-REM.1NSG.A	REM-RT_EXT-await-FUT.1NSG.A	mumu=ACC	when	REM-3NDU.P-uncover-REM.1NSG.A	1NSG.EXCL.NOM	eat	REM-RT_EXT-AUX-REM.1PL.S,"There, we made a temporary oven, we waited, when we opened the oven we ate.",adv. dem.	n. cl.	pron.	adv.	n.	vt.	v.	n.	n. cl.	conj.	vt.	pron.	v.	aux.,6,								de-acc					,,däd=me	ngämi	RED~yuwet	ttägäll	d-a-ugug-eya	d-a-tomon-eya	ttägäll=de	angde	d-ä-zizi-eya	ngämi	duwem	g-o-g-mam,,"There, we made a temporary oven, we waited, when we opened the oven we ate.",there=loc		1.excl.nsg.nom	temporarily	mumu	make.mumu.rem.1|2nsgA>3sgP	wait.rem.1|2nsgA>3sgP	mumu		when	uncover.rem.1|2nsgA>3sgP	1.excl.nsg.nom	eat	aux.rem.1|2plS,,d77799c8-55d4-4c7f-8315-36f76561edf4,			2		1	1				1			,,,dem.	n. cl.	pers. pron.	???>adv.n.	n.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:Any	v.:TM + Patient-v.:Patient-vt.  (II)-v.:TAM+Agent	n.	n. cl.	adv.	v.:TM + Patient-v.:Patient-vt.  (I)-v.:Any	pers. pron.	covi. & covt.	v.:TM + Patient-vi.:Any-aux.-v.:TAM+Agent,adv. dem.	n. cl.	pron.	adv.	n.	vt.	v.	n.	n. cl.	conj.	vt.	pron.	v.	aux.,1.6,,"Dädme ngämi yuwetyuwet ttägäll daugeya, dantmoneya, ttägäll de angde däziya, ngämi duwem gogmam. ",			+fr. var. of										,ende1246aa,WORD_ALIGNED,"{""LOC"": ""locative"", ""NSG"": ""nonsingular"", ""EXCL"": ""exclusive"", ""NOM"": ""nominative"", ""ADV"": ""adverb"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension"", ""FUT"": ""future"", ""ACC"": ""accusative"", ""NDU"": ""nondual"", ""AUX"": ""auxiliary"", ""PL"": ""plural""}"
ende1246a,09,7,ende1246aa-09-we-sn024-dobola2016e-1-7,E ada abo däpllätt do Kwangka ngätt.,e	ada	abo	d-ä-pllätt	do	Kwangka	ngätt,	like_this	then	REM-RT_EXT-start_walking	to	toponym	yard,"From there, we set off for Kwangka place.",	adv.	adv.	vi.	prep.	pn.	n.,7,,,	ada	abo	d-ä-pällttän	do	Kwangka	ngätt,,"From there, we set off for Kwangka place.",	like this	then	start.walking.pl.rem.1|2plS	to	toponym	yard,,0d8ed2a8-b7b2-42e2-b1ba-1c997384847c,			2	1		,,,	m. dem	adv.	v.:TM + Patient-vi.:Patient-vi.  (II)	prep.	<Not Sure>	n.,	adv.	adv.	vi.	prep.	pn.	n.,1.7,,E ada abo däpllätt do Kwangka ngätt. ,,ende1246aa,WORD_ALIGNED,"{""REM"": ""remote past"", ""RT_EXT"": ""root extension""}"
ende1246a,09,8,ende1246aa-09-we-sn024-dobola2016e-1-8,Dädme gotaram.,däd=me	g-otar-am,there=LOC	REM-sleep-REM.1PL.S,"There, we slept.",adv. dem.	n. cl.	vi.,8,,,däd=me	g-inu-am,,"There, we slept.",there=loc		sleep.rem.1|2plS,,a4b8caa2-f6d6-4e8a-9b3c-129f1bd5551b,		1,,,dem.	n. cl.	v.:TM + Patient-vi.-vi.:TAM+Agent,adv. dem.	n. cl.	vi.,1.8,,Dädme gotaram. ,,ende1246aa,WORD_ALIGNED,"{""LOC"": ""locative"", ""REM"": ""remote past"", ""PL"": ""plural""}"
ende1246a,09,9,ende1246aa-09-we-sn024-dobola2016e-1-9,"Ag me däbamasem a, däpllätt do Pinang.",ag=me	däba=masem=a	d-ä-pllätt	do	Pinang,morning=LOC	that=ABL=NOM	REM-RT_EXT-start_walking	to	toponym,"From there, we headed off in the morning to Pinang.",n.	n. cl.	adv. dem.	n. cl.	n. cl.	vi.	prep.	pn.,9,	me-loc			a-nom			,,ag=me	däba=mattäm=da	d-ä-pällttän	do	Pinang,,"From there, we headed off in the morning to Pinang.",morning		that=abl			start.walking.pl.rem.1|2plS	to	toponym,,ec5716e3-6b36-45e9-a9b6-b639485de4f9,		2		1	2	1	,,,n.	n. cl.	nom. dem.	n. cl.	n. cl.	v.:TM + Patient-vi.:Patient-vi.  (II)	prep.	pn.,n.	n. cl.	adv. dem.	n. cl.	n. cl.	vi.	prep.	pn.,1.9,,"Ag me däbamasem a, däpllätt do Pinang. ",			+var. of				,ende1246aa,WORD_ALIGNED,"{""LOC"": ""locative"", ""ABL"": ""ablative"", ""NOM"": ""nominative"", ""REM"": ""remote past"", ""RT_EXT"": ""root extension""}"
